sensor_id,city,lat,lon
1,Berlin,52.516667,13.4
2,Stuttgart,48.782343,9.180819
3,Frankfurt,50.11552,8.684167
4,Mannheim,49.496706,8.479547
5,Hamburg,53.575323,10.01534
6,Essen,51.45657,7.012282
7,Duisburg,51.432469,6.765161
8,Munich,48.15,11.583333
9,Düsseldorf,51.228304,6.793849
10,Cologne,50.933333,6.95
11,Wuppertal,51.270268,7.167553
12,Saarbrücken,49.235396,6.981646
13,Marienberg,49.486021,11.086156
14,Bremen,53.073789,8.826754
15,Hannover,52.38497,9.737141
16,Bonn,50.73438,7.095485
17,Dresden,51.048562,13.745794
18,Wiesbaden,50.082582,8.249322
19,Dortmund,51.514942,7.465997
20,Leipzig,51.34419,12.386504
21,Heidelberg,49.404123,8.683733
22,Karlsruhe,49.009365,8.40444
23,Augsburg,48.371538,10.898514
24,Bielefeld,52.028332,8.542002
25,Koblenz,50.353573,7.578835
26,Altchemnitz,50.811536,12.912827
27,Kassel,51.313782,9.484645
28,Münster,51.961114,7.624239
29,Kiel,54.312145,10.135526
30,Freiburg,47.996861,7.84973
31,Braunschweig,52.265939,10.526726
32,Fürth,49.48121,10.96762
33,Lübeck,53.86687,10.688367
34,Osnabrück,52.272642,8.049799
35,Magdeburg,52.127731,11.629163
36,Potsdam,52.402247,13.057122
37,Erfurt,50.978695,11.032831
38,Rostock,54.086813,12.113453
39,Mainz,49.984188,8.279096
40,Ulm,48.397053,9.968956
41,Würzburg,49.793912,9.951214
42,Oldenburg,53.141178,8.214674
43,Regensburg,49.034512,12.119234
44,Ingolstadt,48.765081,11.423725
45,Göttingen,51.539334,9.934057
46,Bremerhaven,53.550209,8.576735
47,Cottbus,51.757691,14.328875
48,Jena,50.928782,11.589901
49,Gera,50.875507,12.083296
50,Flensburg,54.78431,9.439611
51,Schwerin,53.628373,11.409462
52,Rosenheim,47.857316,12.119255
53,Gießen,50.58727,8.675536
54,Stralsund,54.315823,13.088588
55,Coburg,50.259366,10.963843
56,Hofeck,50.330895,11.892585
57,Emden,53.367454,7.207776
58,Detmold,51.943277,8.872182
59,Meißen,51.15,13.483333
60,Kitzingen,49.739731,10.150719
61,Dingolfing,48.62958,12.497606
62,Heppenheim,49.641447,8.632063
63,Torgau,51.56016,12.996166
64,Hanau,50.134229,8.914176
65,Husum,54.482518,9.059913
66,Schwandorf,49.32534,12.109795
67,Bitburg,49.967937,6.527343
68,Cham,49.225651,12.655013
69,Traunstein,47.868247,12.643347
70,Lüchow,52.968114,11.153968
71,Gifhorn,52.477743,10.551095
72,Biberach,48.099942,9.786893
73,Bad Reichenhall,47.729467,12.878193
74,Künzelsau,49.281802,9.683525
75,Weißenburg,49.030564,10.972771
76,Regen,48.971901,13.128243
77,Nuremberg,49.447778,11.068333
78,Aurich,53.469193,7.482319
79,Nordhorn,52.432784,7.068896
80,Aichach,48.461421,11.134257
81,Marburg,50.809044,8.770694
82,Görlitz,51.166667,15
83,Vechta,52.726324,8.285982
84,Trier,49.75979,6.636628
85,Pirmasens,49.204106,7.603486
86,Pirna,50.958054,13.938197
87,Neustadt,49.350089,8.138863
88,Beeskow,52.17291,14.245973
89,Westerstede,53.256822,7.927372
90,Verden,52.923425,9.234908
91,Worms,49.632784,8.359164
92,Düren,50.804337,6.492988
93,Landsberg,48.047642,10.869584
94,Ludwigsburg,48.893886,9.195419
95,Meiningen,50.570435,10.417231
96,Siegen,50.874815,8.02431
97,Deggendorf,48.840855,12.960676
98,Peine,52.319277,10.2352
99,Frankfurt (Oder),52.344312,14.53498
100,Nienburg,52.646102,9.220856
